X Err_m1 Err_m2 Err_m3 Err_m4 Err_m5 Err_m6 Err_m7 Err_m8 Err_m9 Err_m10
12.207012 0.144143 0.118458 0.094883 0.041996 0.019401 0.007137 0.001411 0.002791 0.000892 0.000974
12.223706 0.144489 0.118722 0.095604 0.042077 0.019848 0.007170 0.001508 0.003126 0.000905 0.000986
12.240401 0.144800 0.118954 0.096295 0.042140 0.020284 0.007198 0.001603 0.003459 0.000917 0.000996
12.257095 0.145077 0.119153 0.096956 0.042185 0.020708 0.007222 0.001697 0.003788 0.000928 0.001006
12.273790 0.145320 0.119320 0.097587 0.042213 0.021122 0.007240 0.001789 0.004114 0.000938 0.001014
12.290484 0.145528 0.119453 0.098188 0.042222 0.021523 0.007254 0.001880 0.004436 0.000947 0.001021
12.307179 0.145701 0.119554 0.098758 0.042213 0.021913 0.007263 0.001969 0.004754 0.000955 0.001028
12.323873 0.145840 0.119622 0.099297 0.042186 0.022291 0.007267 0.002056 0.005067 0.000962 0.001033
12.340568 0.145945 0.119658 0.099806 0.042141 0.022657 0.007265 0.002141 0.005376 0.000969 0.001037
12.357262 0.146014 0.119660 0.100283 0.042078 0.023011 0.007259 0.002224 0.005680 0.000974 0.001040
12.373957 0.146049 0.119629 0.100730 0.041997 0.023353 0.007248 0.002305 0.005979 0.000978 0.001042
12.390651 0.146049 0.119565 0.101146 0.041897 0.023682 0.007233 0.002385 0.006273 0.000981 0.001043
12.407346 0.146014 0.119468 0.101530 0.041780 0.023998 0.007212 0.002462 0.006562 0.000984 0.001043
12.424040 0.145945 0.119338 0.101884 0.041644 0.024302 0.007186 0.002537 0.006845 0.000985 0.001042
12.440735 0.145840 0.119174 0.102206 0.041491 0.024592 0.007155 0.002610 0.007122 0.000985 0.001040
12.457429 0.145701 0.118978 0.102497 0.041319 0.024870 0.007119 0.002680 0.007393 0.000984 0.001037
12.474124 0.145527 0.118748 0.102756 0.041129 0.025134 0.007079 0.002748 0.007658 0.000983 0.001033
12.490818 0.145318 0.118486 0.102984 0.040921 0.025386 0.007033 0.002814 0.007916 0.000980 0.001028
12.507513 0.145074 0.118190 0.103181 0.040696 0.025624 0.006983 0.002877 0.008168 0.000976 0.001021
12.524207 0.144796 0.117862 0.103347 0.040452 0.025849 0.006927 0.002938 0.008413 0.000971 0.001014
12.540902 0.144483 0.117500 0.103481 0.040191 0.026060 0.006867 0.002997 0.008651 0.000966 0.001006
12.557596 0.144135 0.117106 0.103583 0.039911 0.026257 0.006802 0.003052 0.008882 0.000959 0.000997
12.574290 0.143753 0.116679 0.103655 0.039614 0.026441 0.006732 0.003106 0.009105 0.000952 0.000986
12.590985 0.143336 0.116219 0.103695 0.039300 0.026612 0.006658 0.003156 0.009321 0.000943 0.000975
12.607679 0.142886 0.115727 0.103703 0.038968 0.026768 0.006579 0.003204 0.009530 0.000933 0.000963
12.624374 0.142400 0.115202 0.103681 0.038618 0.026911 0.006495 0.003249 0.009731 0.000923 0.000949
12.641068 0.141881 0.114645 0.103627 0.038251 0.027040 0.006407 0.003292 0.009923 0.000912 0.000935
12.657763 0.141328 0.114055 0.103542 0.037867 0.027155 0.006314 0.003332 0.010108 0.000899 0.000920
12.674457 0.140741 0.113434 0.103426 0.037466 0.027256 0.006216 0.003369 0.010285 0.000886 0.000904
12.691152 0.140120 0.112780 0.103280 0.037048 0.027344 0.006114 0.003403 0.010453 0.000872 0.000887
12.707846 0.139466 0.112094 0.103102 0.036614 0.027417 0.006008 0.003434 0.010613 0.000857 0.000869
12.724541 0.138778 0.111377 0.102894 0.036162 0.027477 0.005897 0.003463 0.010765 0.000841 0.000850
12.741235 0.138057 0.110629 0.102655 0.035694 0.027522 0.005782 0.003488 0.010907 0.000824 0.000830
12.757930 0.137303 0.109849 0.102385 0.035210 0.027554 0.005663 0.003511 0.011042 0.000807 0.000810
12.774624 0.136516 0.109038 0.102085 0.034709 0.027571 0.005540 0.003531 0.011167 0.000789 0.000788
12.791319 0.135697 0.108195 0.101755 0.034193 0.027575 0.005413 0.003548 0.011284 0.000769 0.000766
12.808013 0.134844 0.107323 0.101395 0.033661 0.027565 0.005282 0.003562 0.011391 0.000750 0.000743
12.824708 0.133960 0.106419 0.101005 0.033113 0.027541 0.005146 0.003573 0.011490 0.000729 0.000719
12.841402 0.133044 0.105486 0.100586 0.032549 0.027504 0.005007 0.003581 0.011579 0.000708 0.000695
12.858097 0.132096 0.104522 0.100136 0.031971 0.027452 0.004865 0.003586 0.011659 0.000685 0.000670
12.874791 0.131116 0.103528 0.099658 0.031377 0.027387 0.004718 0.003589 0.011730 0.000663 0.000644
12.891486 0.130105 0.102505 0.099150 0.030769 0.027308 0.004568 0.003588 0.011792 0.000639 0.000617
12.908180 0.129063 0.101453 0.098613 0.030145 0.027216 0.004415 0.003585 0.011845 0.000615 0.000590
12.924875 0.127990 0.100371 0.098047 0.029508 0.027110 0.004258 0.003578 0.011888 0.000590 0.000562
12.941569 0.126887 0.099261 0.097453 0.028856 0.026990 0.004098 0.003569 0.011922 0.000565 0.000534
12.958264 0.125753 0.098122 0.096831 0.028191 0.026857 0.003935 0.003557 0.011947 0.000539 0.000505
12.974958 0.124590 0.096956 0.096181 0.027512 0.026711 0.003768 0.003542 0.011962 0.000512 0.000476
12.991653 0.123397 0.095761 0.095503 0.026819 0.026552 0.003599 0.003524 0.011968 0.000485 0.000446
13.008347 0.122174 0.094538 0.094797 0.026113 0.026380 0.003426 0.003503 0.011964 0.000458 0.000415
13.025042 0.120923 0.093289 0.094064 0.025395 0.026195 0.003251 0.003480 0.011952 0.000430 0.000385
13.041736 0.119643 0.092012 0.093304 0.024663 0.025997 0.003074 0.003453 0.011930 0.000401 0.000353
13.058431 0.118335 0.090709 0.092517 0.023920 0.025786 0.002894 0.003424 0.011898 0.000373 0.000322
13.075125 0.116998 0.089380 0.091704 0.023164 0.025562 0.002711 0.003392 0.011857 0.000343 0.000290
13.091820 0.115634 0.088024 0.090864 0.022397 0.025327 0.002526 0.003358 0.011808 0.000314 0.000257
13.108514 0.114243 0.086644 0.089999 0.021618 0.025078 0.002339 0.003321 0.011748 0.000284 0.000225
13.125209 0.112825 0.085238 0.089108 0.020828 0.024818 0.002149 0.003281 0.011680 0.000254 0.000192
13.141903 0.111380 0.083807 0.088192 0.020027 0.024546 0.001958 0.003238 0.011603 0.000223 0.000159
13.158598 0.109910 0.082351 0.087252 0.019215 0.024261 0.001765 0.003193 0.011517 0.000193 0.000126
13.175292 0.108413 0.080872 0.086286 0.018394 0.023965 0.001570 0.003146 0.011421 0.000162 0.000092
13.191987 0.106891 0.079369 0.085297 0.017562 0.023658 0.001374 0.003095 0.011317 0.000130 0.000059
13.208681 0.105344 0.077843 0.084283 0.016721 0.023338 0.001176 0.003043 0.011204 0.000099 0.000025
13.225376 0.103773 0.076294 0.083246 0.015870 0.023008 0.000977 0.002988 0.011083 0.000068 0.000008
13.242070 0.102177 0.074723 0.082186 0.015011 0.022667 0.000776 0.002931 0.010953 0.000036 0.000042
13.258765 0.100558 0.073129 0.081103 0.014143 0.022315 0.000575 0.002871 0.010814 0.000005 0.000076
13.275459 0.098915 0.071514 0.079998 0.013266 0.021952 0.000373 0.002809 0.010667 0.000027 0.000109
13.292154 0.097249 0.069878 0.078871 0.012382 0.021579 0.000169 0.002745 0.010512 0.000058 0.000143
13.308848 0.095561 0.068221 0.077722 0.011490 0.021195 0.000035 0.002679 0.010348 0.000090 0.000176
13.325543 0.093852 0.066544 0.076551 0.010591 0.020801 0.000239 0.002610 0.010177 0.000121 0.000210
13.342237 0.092120 0.064847 0.075360 0.009686 0.020398 0.000444 0.002540 0.009997 0.000152 0.000243
13.358932 0.090368 0.063131 0.074149 0.008773 0.019985 0.000649 0.002468 0.009810 0.000183 0.000276
13.375626 0.088595 0.061396 0.072918 0.007855 0.019562 0.000854 0.002393 0.009615 0.000214 0.000308
13.392321 0.086801 0.059643 0.071667 0.006931 0.019130 0.001059 0.002317 0.009413 0.000245 0.000341
13.409015 0.084989 0.057872 0.070396 0.006001 0.018689 0.001264 0.002239 0.009203 0.000276 0.000373
13.425710 0.083157 0.056083 0.069107 0.005067 0.018240 0.001469 0.002159 0.008987 0.000306 0.000405
13.442404 0.081306 0.054277 0.067800 0.004128 0.017782 0.001673 0.002078 0.008763 0.000336 0.000436
13.459098 0.079437 0.052455 0.066475 0.003185 0.017316 0.001877 0.001995 0.008532 0.000366 0.000467
13.475793 0.077551 0.050617 0.065132 0.002238 0.016841 0.002080 0.001910 0.008295 0.000395 0.000497
13.492487 0.075647 0.048763 0.063773 0.001287 0.016359 0.002283 0.001824 0.008051 0.000424 0.000527
13.509182 0.073727 0.046895 0.062397 0.000334 0.015869 0.002484 0.001737 0.007802 0.000452 0.000557
13.525876 0.071790 0.045012 0.061004 0.000623 0.015372 0.002684 0.001648 0.007546 0.000480 0.000586
13.542571 0.069838 0.043115 0.059597 0.001581 0.014868 0.002883 0.001558 0.007284 0.000508 0.000614
13.559265 0.067871 0.041205 0.058174 0.002541 0.014357 0.003080 0.001467 0.007016 0.000535 0.000642
13.575960 0.065889 0.039282 0.056736 0.003503 0.013840 0.003276 0.001374 0.006743 0.000562 0.000669
13.592654 0.063894 0.037347 0.055285 0.004466 0.013316 0.003470 0.001281 0.006465 0.000588 0.000696
13.609349 0.061884 0.035400 0.053819 0.005429 0.012787 0.003663 0.001187 0.006181 0.000613 0.000721
13.626043 0.059862 0.033442 0.052340 0.006393 0.012251 0.003853 0.001091 0.005893 0.000638 0.000747
13.642738 0.057827 0.031473 0.050849 0.007356 0.011711 0.004041 0.000995 0.005600 0.000662 0.000771
13.659432 0.055781 0.029493 0.049345 0.008319 0.011165 0.004227 0.000898 0.005303 0.000686 0.000795
13.676127 0.053723 0.027505 0.047830 0.009281 0.010614 0.004411 0.000801 0.005001 0.000708 0.000817
13.692821 0.051654 0.025507 0.046303 0.010241 0.010058 0.004592 0.000703 0.004696 0.000730 0.000839
13.709516 0.049575 0.023500 0.044766 0.011200 0.009499 0.004771 0.000604 0.004387 0.000752 0.000861
13.726210 0.047486 0.021486 0.043218 0.012156 0.008935 0.004947 0.000505 0.004074 0.000772 0.000881
13.742905 0.045388 0.019464 0.041661 0.013110 0.008367 0.005120 0.000406 0.003758 0.000792 0.000900
13.759599 0.043282 0.017436 0.040094 0.014061 0.007796 0.005289 0.000307 0.003439 0.000811 0.000919
13.776294 0.041167 0.015401 0.038519 0.015008 0.007222 0.005456 0.000207 0.003117 0.000829 0.000936
13.792988 0.039046 0.013360 0.036936 0.015951 0.006645 0.005620 0.000107 0.002793 0.000847 0.000953
13.809683 0.036917 0.011315 0.035344 0.016890 0.006065 0.005780 0.000007 0.002467 0.000863 0.000969
13.826377 0.034782 0.009264 0.033746 0.017824 0.005483 0.005936 0.000093 0.002138 0.000879 0.000983
13.843072 0.032641 0.007210 0.032141 0.018753 0.004899 0.006089 0.000192 0.001808 0.000893 0.000997
13.859766 0.030495 0.005153 0.030530 0.019676 0.004313 0.006238 0.000292 0.001476 0.000907 0.001009
13.876461 0.028345 0.003092 0.028913 0.020594 0.003726 0.006383 0.000391 0.001143 0.000920 0.001021
13.893155 0.026191 0.001029 0.027291 0.021504 0.003137 0.006524 0.000489 0.000809 0.000931 0.001032
13.909850 0.024033 0.001035 0.025665 0.022409 0.002548 0.006661 0.000588 0.000474 0.000942 0.001041
13.926544 0.021872 0.003101 0.024034 0.023306 0.001959 0.006794 0.000685 0.000139 0.000952 0.001049
13.943239 0.019709 0.005167 0.022400 0.024195 0.001369 0.006923 0.000782 0.000196 0.000961 0.001057
13.959933 0.017545 0.007232 0.020763 0.025076 0.000779 0.007047 0.000879 0.000532 0.000969 0.001063
13.976628 0.015379 0.009298 0.019124 0.025949 0.000189 0.007166 0.000974 0.000867 0.000976 0.001068
13.993322 0.013213 0.011362 0.017482 0.026813 0.000400 0.007281 0.001069 0.001201 0.000981 0.001072
14.010017 0.011047 0.013424 0.015839 0.027668 0.000988 0.007391 0.001163 0.001535 0.000986 0.001075
14.026711 0.008882 0.015484 0.014196 0.028513 0.001574 0.007496 0.001255 0.001867 0.000990 0.001076
14.043406 0.006718 0.017541 0.012552 0.029348 0.002159 0.007596 0.001347 0.002198 0.000992 0.001077
14.060100 0.004555 0.019594 0.010908 0.030172 0.002743 0.007691 0.001437 0.002528 0.000994 0.001076
14.076795 0.002395 0.021644 0.009265 0.030986 0.003324 0.007781 0.001527 0.002855 0.000995 0.001074
14.093489 0.000238 0.023688 0.007623 0.031788 0.003902 0.007866 0.001614 0.003181 0.000994 0.001071
14.110184 0.001915 0.025727 0.005983 0.032579 0.004478 0.007945 0.001701 0.003504 0.000992 0.001067
14.126878 0.004064 0.027761 0.004345 0.033358 0.005051 0.008020 0.001786 0.003824 0.000990 0.001062
14.143573 0.006209 0.029788 0.002710 0.034124 0.005621 0.008088 0.001869 0.004141 0.000986 0.001056
14.160267 0.008348 0.031808 0.001078 0.034878 0.006187 0.008151 0.001951 0.004455 0.000981 0.001048
14.176962 0.010481 0.033820 0.000550 0.035618 0.006749 0.008209 0.002031 0.004766 0.000975 0.001039
14.193656 0.012608 0.035824 0.002173 0.036345 0.007307 0.008261 0.002110 0.005073 0.000968 0.001030
14.210351 0.014728 0.037820 0.003792 0.037058 0.007860 0.008307 0.002186 0.005376 0.000960 0.001019
14.227045 0.016841 0.039806 0.005405 0.037757 0.008409 0.008347 0.002261 0.005675 0.000951 0.001006
14.243740 0.018945 0.041782 0.007013 0.038441 0.008953 0.008382 0.002334 0.005969 0.000941 0.000993
14.260434 0.021040 0.043748 0.008614 0.039111 0.009491 0.008410 0.002405 0.006258 0.000929 0.000979
14.277129 0.023127 0.045703 0.010208 0.039765 0.010024 0.008433 0.002473 0.006543 0.000917 0.000963
14.293823 0.025203 0.047646 0.011794 0.040403 0.010551 0.008449 0.002540 0.006822 0.000904 0.000947
14.310518 0.027269 0.049577 0.013373 0.041025 0.011072 0.008460 0.002604 0.007096 0.000890 0.000929
14.327212 0.029324 0.051495 0.014943 0.041631 0.011586 0.008464 0.002666 0.007364 0.000874 0.000911
14.343907 0.031368 0.053401 0.016505 0.042220 0.012094 0.008463 0.002726 0.007626 0.000858 0.000891
14.360601 0.033399 0.055292 0.018057 0.042793 0.012595 0.008455 0.002784 0.007882 0.000841 0.000870
14.377295 0.035418 0.057169 0.019599 0.043348 0.013089 0.008441 0.002839 0.008132 0.000822 0.000849
14.393990 0.037424 0.059032 0.021130 0.043885 0.013575 0.008421 0.002892 0.008375 0.000803 0.000826
14.410684 0.039416 0.060879 0.022651 0.044405 0.014053 0.008395 0.002942 0.008612 0.000783 0.000802
14.427379 0.041394 0.062710 0.024160 0.044906 0.014524 0.008362 0.002989 0.008841 0.000762 0.000778
14.444073 0.043358 0.064524 0.025658 0.045389 0.014986 0.008324 0.003034 0.009063 0.000740 0.000752
14.460768 0.045306 0.066322 0.027143 0.045853 0.015440 0.008279 0.003077 0.009278 0.000717 0.000726
14.477462 0.047238 0.068102 0.028615 0.046297 0.015886 0.008228 0.003116 0.009485 0.000694 0.000698
14.494157 0.049154 0.069864 0.030074 0.046723 0.016322 0.008170 0.003153 0.009684 0.000669 0.000670
14.510851 0.051053 0.071608 0.031520 0.047129 0.016750 0.008107 0.003188 0.009875 0.000644 0.000641
14.527546 0.052935 0.073332 0.032951 0.047515 0.017167 0.008037 0.003219 0.010058 0.000618 0.000611
14.544240 0.054799 0.075037 0.034368 0.047880 0.017576 0.007961 0.003248 0.010233 0.000591 0.000581
14.560935 0.056645 0.076722 0.035770 0.048226 0.017974 0.007879 0.003274 0.010399 0.000564 0.000550
14.577629 0.058472 0.078387 0.037156 0.048550 0.018363 0.007790 0.003296 0.010556 0.000536 0.000518
14.594324 0.060280 0.080030 0.038526 0.048854 0.018741 0.007696 0.003317 0.010704 0.000507 0.000485
14.611018 0.062068 0.081652 0.039880 0.049137 0.019109 0.007596 0.003334 0.010844 0.000477 0.000452
14.627713 0.063836 0.083252 0.041218 0.049398 0.019467 0.007489 0.003348 0.010974 0.000447 0.000418
14.644407 0.065583 0.084830 0.042538 0.049638 0.019813 0.007377 0.003359 0.011095 0.000416 0.000384
14.661102 0.067308 0.086384 0.043840 0.049856 0.020149 0.007258 0.003367 0.011207 0.000385 0.000349
14.677796 0.069013 0.087916 0.045125 0.050052 0.020473 0.007134 0.003373 0.011309 0.000353 0.000313
14.694491 0.070695 0.089423 0.046391 0.050226 0.020786 0.007004 0.003375 0.011401 0.000321 0.000278
14.711185 0.072354 0.090906 0.047638 0.050378 0.021087 0.006868 0.003374 0.011483 0.000289 0.000241
14.727880 0.073991 0.092365 0.048866 0.050507 0.021377 0.006727 0.003371 0.011556 0.000255 0.000205
14.744574 0.075604 0.093798 0.050075 0.050613 0.021655 0.006579 0.003364 0.011618 0.000222 0.000168
14.761269 0.077194 0.095206 0.051263 0.050697 0.021920 0.006427 0.003354 0.011670 0.000188 0.000130
14.777963 0.078759 0.096588 0.052432 0.050758 0.022174 0.006269 0.003341 0.011713 0.000154 0.000093
14.794658 0.080299 0.097943 0.053579 0.050795 0.022415 0.006105 0.003326 0.011744 0.000120 0.000055
14.811352 0.081815 0.099272 0.054706 0.050810 0.022644 0.005936 0.003307 0.011766 0.000085 0.000017
14.828047 0.083305 0.100573 0.055811 0.050801 0.022860 0.005762 0.003285 0.011777 0.000051 0.000021
14.844741 0.084769 0.101847 0.056895 0.050769 0.023063 0.005583 0.003260 0.011778 0.000016 0.000059
14.861436 0.086206 0.103093 0.057957 0.050713 0.023254 0.005399 0.003233 0.011768 0.000019 0.000097
14.878130 0.087618 0.104310 0.058996 0.050633 0.023432 0.005210 0.003202 0.011747 0.000054 0.000135
14.894825 0.089002 0.105499 0.060013 0.050530 0.023596 0.005016 0.003168 0.011716 0.000089 0.000173
14.911519 0.090359 0.106659 0.061006 0.050403 0.023747 0.004818 0.003132 0.011675 0.000124 0.000211
14.928214 0.091688 0.107789 0.061977 0.050252 0.023885 0.004615 0.003093 0.011623 0.000159 0.000249
14.944908 0.092989 0.108889 0.062923 0.050078 0.024010 0.004408 0.003050 0.011560 0.000194 0.000287
14.961603 0.094261 0.109960 0.063846 0.049879 0.024121 0.004196 0.003005 0.011486 0.000229 0.000324
14.978297 0.095505 0.110999 0.064745 0.049656 0.024219 0.003981 0.002957 0.011402 0.000263 0.000362
14.994992 0.096720 0.112008 0.065620 0.049410 0.024303 0.003761 0.002907 0.011308 0.000298 0.000398
15.011686 0.097905 0.112986 0.066469 0.049139 0.024373 0.003538 0.002854 0.011203 0.000332 0.000435
15.028381 0.099061 0.113933 0.067294 0.048845 0.024430 0.003310 0.002798 0.011087 0.000365 0.000471
15.045075 0.100186 0.114847 0.068094 0.048526 0.024473 0.003080 0.002739 0.010961 0.000399 0.000506
15.061770 0.101282 0.115730 0.068868 0.048184 0.024502 0.002846 0.002678 0.010825 0.000432 0.000541
15.078464 0.102347 0.116581 0.069617 0.047817 0.024517 0.002608 0.002614 0.010678 0.000464 0.000576
15.095159 0.103381 0.117398 0.070339 0.047427 0.024518 0.002368 0.002548 0.010521 0.000496 0.000610
15.111853 0.104384 0.118183 0.071036 0.047012 0.024506 0.002125 0.002479 0.010354 0.000527 0.000643
15.128548 0.105355 0.118935 0.071707 0.046574 0.024479 0.001879 0.002408 0.010177 0.000558 0.000676
15.145242 0.106295 0.119654 0.072350 0.046113 0.024439 0.001630 0.002334 0.009990 0.000589 0.000707
15.161937 0.107203 0.120339 0.072968 0.045627 0.024384 0.001379 0.002258 0.009793 0.000618 0.000739
15.178631 0.108079 0.120990 0.073558 0.045118 0.024316 0.001126 0.002181 0.009586 0.000647 0.000769
15.195326 0.108923 0.121607 0.074122 0.044586 0.024234 0.000871 0.002100 0.009370 0.000675 0.000798
15.212020 0.109734 0.122190 0.074658 0.044030 0.024137 0.000614 0.002018 0.009144 0.000703 0.000827
15.228715 0.110512 0.122738 0.075167 0.043452 0.024027 0.000356 0.001934 0.008909 0.000729 0.000854
15.245409 0.111258 0.123252 0.075649 0.042850 0.023903 0.000096 0.001848 0.008665 0.000755 0.000881
15.262104 0.111970 0.123731 0.076103 0.042225 0.023766 0.000165 0.001760 0.008412 0.000780 0.000906
15.278798 0.112649 0.124175 0.076529 0.041577 0.023614 0.000427 0.001670 0.008150 0.000804 0.000930
15.295492 0.113295 0.124583 0.076927 0.040907 0.023449 0.000690 0.001579 0.007880 0.000826 0.000954
15.312187 0.113907 0.124957 0.077298 0.040215 0.023270 0.000954 0.001485 0.007602 0.000848 0.000976
15.328881 0.114485 0.125295 0.077640 0.039500 0.023078 0.001217 0.001391 0.007315 0.000869 0.000997
15.345576 0.115029 0.125597 0.077955 0.038764 0.022872 0.001482 0.001295 0.007020 0.000889 0.001016
15.362270 0.115540 0.125863 0.078241 0.038006 0.022653 0.001745 0.001197 0.006718 0.000908 0.001035
15.378965 0.116016 0.126094 0.078499 0.037226 0.022420 0.002009 0.001098 0.006408 0.000925 0.001052
15.395659 0.116458 0.126289 0.078729 0.036425 0.022174 0.002272 0.000998 0.006090 0.000942 0.001068
15.412354 0.116865 0.126447 0.078930 0.035603 0.021916 0.002535 0.000897 0.005766 0.000957 0.001082
15.429048 0.117238 0.126570 0.079103 0.034760 0.021644 0.002796 0.000795 0.005436 0.000971 0.001095
15.445743 0.117577 0.126656 0.079248 0.033897 0.021359 0.003057 0.000692 0.005098 0.000983 0.001107
15.462437 0.117881 0.126706 0.079364 0.033013 0.021062 0.003316 0.000588 0.004755 0.000995 0.001117
15.479132 0.118150 0.126719 0.079452 0.032110 0.020752 0.003573 0.000483 0.004406 0.001005 0.001126
15.495826 0.118385 0.126696 0.079511 0.031187 0.020429 0.003828 0.000378 0.004051 0.001013 0.001133
15.512521 0.118585 0.126636 0.079542 0.030245 0.020094 0.004081 0.000272 0.003691 0.001021 0.001139
15.529215 0.118750 0.126540 0.079544 0.029284 0.019748 0.004332 0.000165 0.003326 0.001027 0.001143
15.545910 0.118880 0.126408 0.079518 0.028304 0.019389 0.004581 0.000059 0.002956 0.001031 0.001146
15.562604 0.118976 0.126239 0.079464 0.027306 0.019018 0.004826 0.000048 0.002582 0.001035 0.001147
15.579299 0.119036 0.126033 0.079382 0.026291 0.018636 0.005069 0.000155 0.002205 0.001036 0.001147
15.595993 0.119062 0.125791 0.079271 0.025257 0.018242 0.005308 0.000262 0.001823 0.001037 0.001145
15.612688 0.119053 0.125512 0.079132 0.024207 0.017838 0.005544 0.000369 0.001439 0.001035 0.001141
15.629382 0.119009 0.125196 0.078965 0.023141 0.017422 0.005776 0.000475 0.001051 0.001033 0.001136
15.646077 0.118930 0.124844 0.078770 0.022058 0.016995 0.006003 0.000582 0.000661 0.001029 0.001129
15.662771 0.118817 0.124456 0.078547 0.020959 0.016558 0.006227 0.000688 0.000269 0.001023 0.001120
15.679466 0.118669 0.124031 0.078297 0.019845 0.016110 0.006446 0.000793 0.000125 0.001016 0.001110
15.696160 0.118486 0.123570 0.078018 0.018716 0.015652 0.006661 0.000898 0.000520 0.001007 0.001098
15.712855 0.118269 0.123073 0.077712 0.017572 0.015185 0.006870 0.001002 0.000916 0.000997 0.001085
15.729549 0.118018 0.122540 0.077379 0.016415 0.014708 0.007074 0.001105 0.001313 0.000986 0.001070
15.746244 0.117732 0.121970 0.077019 0.015244 0.014221 0.007273 0.001207 0.001710 0.000973 0.001053
15.762938 0.117412 0.121365 0.076631 0.014061 0.013725 0.007466 0.001308 0.002106 0.000958 0.001035
15.779633 0.117057 0.120723 0.076217 0.012865 0.013220 0.007653 0.001408 0.002502 0.000942 0.001015
15.796327 0.116669 0.120046 0.075775 0.011656 0.012707 0.007834 0.001506 0.002897 0.000924 0.000993
15.813022 0.116247 0.119333 0.075307 0.010437 0.012186 0.008009 0.001603 0.003290 0.000905 0.000970
15.829716 0.115791 0.118585 0.074813 0.009207 0.011656 0.008177 0.001699 0.003681 0.000885 0.000946
15.846411 0.115301 0.117802 0.074293 0.007966 0.011119 0.008338 0.001793 0.004070 0.000863 0.000919
15.863105 0.114778 0.116983 0.073746 0.006716 0.010574 0.008492 0.001885 0.004455 0.000840 0.000892
15.879800 0.114222 0.116129 0.073174 0.005457 0.010022 0.008639 0.001975 0.004838 0.000815 0.000862
15.896494 0.113633 0.115241 0.072576 0.004189 0.009463 0.008779 0.002063 0.005217 0.000789 0.000832
15.913189 0.113010 0.114318 0.071953 0.002913 0.008898 0.008910 0.002149 0.005591 0.000762 0.000799
15.929883 0.112356 0.113360 0.071305 0.001630 0.008327 0.009034 0.002233 0.005961 0.000733 0.000766
15.946578 0.111668 0.112368 0.070633 0.000341 0.007750 0.009150 0.002315 0.006326 0.000703 0.000731
15.963272 0.110948 0.111342 0.069935 0.000955 0.007167 0.009257 0.002394 0.006685 0.000672 0.000695
15.979967 0.110196 0.110283 0.069214 0.002256 0.006579 0.009356 0.002471 0.007038 0.000639 0.000657
15.996661 0.109413 0.109190 0.068469 0.003562 0.005987 0.009446 0.002544 0.007385 0.000606 0.000618
16.013356 0.108598 0.108063 0.067700 0.004872 0.005389 0.009527 0.002616 0.007725 0.000571 0.000578
16.030050 0.107751 0.106904 0.066907 0.006185 0.004788 0.009599 0.002684 0.008057 0.000535 0.000537
16.046745 0.106873 0.105711 0.066092 0.007501 0.004183 0.009662 0.002749 0.008381 0.000498 0.000495
16.063439 0.105965 0.104486 0.065254 0.008819 0.003575 0.009716 0.002812 0.008697 0.000460 0.000452
16.080134 0.105026 0.103229 0.064393 0.010138 0.002963 0.009760 0.002871 0.009004 0.000421 0.000407
16.096828 0.104056 0.101940 0.063511 0.011457 0.002350 0.009794 0.002927 0.009302 0.000381 0.000362
16.113523 0.103057 0.100619 0.062607 0.012777 0.001733 0.009818 0.002980 0.009590 0.000340 0.000316
16.130217 0.102028 0.099266 0.061681 0.014095 0.001115 0.009832 0.003029 0.009868 0.000299 0.000269
16.146912 0.100970 0.097883 0.060734 0.015412 0.000496 0.009836 0.003075 0.010136 0.000256 0.000221
16.163606 0.099882 0.096469 0.059767 0.016726 0.000125 0.009830 0.003117 0.010392 0.000213 0.000173
16.180301 0.098766 0.095024 0.058780 0.018037 0.000746 0.009813 0.003155 0.010637 0.000170 0.000124
16.196995 0.097622 0.093549 0.057773 0.019344 0.001367 0.009785 0.003190 0.010870 0.000126 0.000074
16.213689 0.096449 0.092045 0.056746 0.020646 0.001988 0.009747 0.003221 0.011090 0.000081 0.000024
16.230384 0.095249 0.090511 0.055701 0.021942 0.002609 0.009698 0.003248 0.011298 0.000036 0.000026
16.247078 0.094021 0.088948 0.054636 0.023232 0.003228 0.009638 0.003271 0.011492 0.000010 0.000077
16.263773 0.092767 0.087356 0.053554 0.024515 0.003846 0.009567 0.003290 0.011673 0.000055 0.000128
16.280467 0.091486 0.085736 0.052453 0.025789 0.004462 0.009486 0.003304 0.011840 0.000101 0.000179
16.297162 0.090178 0.084088 0.051336 0.027055 0.005076 0.009393 0.003315 0.011992 0.000147 0.000230
16.313856 0.088845 0.082412 0.050201 0.028310 0.005687 0.009288 0.003322 0.012130 0.000193 0.000281
16.330551 0.087487 0.080709 0.049050 0.029555 0.006295 0.009173 0.003324 0.012252 0.000239 0.000332
16.347245 0.086103 0.078980 0.047883 0.030788 0.006899 0.009046 0.003322 0.012359 0.000285 0.000383
16.363940 0.084694 0.077224 0.046701 0.032009 0.007500 0.008908 0.003315 0.012450 0.000331 0.000433
16.380634 0.083262 0.075442 0.045503 0.033216 0.008095 0.008759 0.003304 0.012524 0.000377 0.000483
16.397329 0.081806 0.073634 0.044291 0.034410 0.008686 0.008599 0.003289 0.012582 0.000422 0.000533
16.414023 0.080326 0.071802 0.043064 0.035588 0.009271 0.008427 0.003269 0.012623 0.000466 0.000581
